ChannelName,Date,Content,Suspicious_Level
zpnewsru,2023-10-08 08:00:36.000,"ВСУ потеряли до 30 военных на Запорожском направлении
⁠
РИА Новости. МО РФ: НА ЗАПОРОЖСКОМ НАПРАВЛЕНИИ НАНЕСЕНО ПОРАЖЕНИЕ ЖИВОЙ СИЛЕ И ТЕХНИКЕ ПРОТИВНИКА В РАЙОНАХ РАБОТИНО, НОВОДАНИЛОВКА И СЕВЕРО-ЗАПАДНЕЕ ВЕРБОВОГО

МО РФ: НА ЗАПОРОЖСКОМ НАПРАВЛЕНИИ УНИЧТОЖЕНО ДО 30 УКРАИНСКИХ ВОЕННОСЛУЖАЩИХ, А ТАКЖЕ ГАУБИЦА М119 ПРОИЗВОДСТВА США ...

Подробнее>>>",2
anna_news,2023-10-08 15:29:59.000,"Очередной танк ВСУ уничтожен российскими артиллеристами на Запорожском направлении  

Выдвигающийся под прикрытием лесополосы на позицию для открытия огня танк ВСУ уничтожен точным попаданием.

Видео Минобороны России.

@anna_news",2
crimeanewscom,2023-10-08 14:15:05.000,"Крымский блогер Александр Талипов со своеобразным юмором освещает актуальные события в России, помогает военным, рассказывает о ходе СВО. 
Все сводки с передовой у него не только от военных напрямую, но и от него самого лично с фронта.

Александр является также автором канала ""Крымский СМЕРШ"", который разоблачает предателей и ""ждунов"".

Пока другие говорят, он делает!

Подпишитесь на канал ТалипоV 𝐎𝐧𝐥𝐢𝐧𝐞 🅉
→ https://t.me/talipovonline
   
@warfakes",1
zpnewsru,2023-10-08 13:14:34.000,"⚡️ Ка-52 «Аллигатор» работает по украинской технике на Запорожском направлении

Экипаж «рептилии» точным ударом управляемой ракеты уничтожил замаскированную в лесополосе бронетехнику ВСУ.

🏙 Днепрорудный СЕГОДНЯ",2
news_74ru,2023-10-09 06:30:28.000,"❗️В Кремле прокомментировали обострение на Ближнем Востоке. Пресс-секретарь президента РФ Дмитрий Песков считает, что ситуацию необходимо срочно выводить в мирное русло.

— С большой тревогой наблюдаем за всем, что происходит в Израиле. Это предмет нашей особой озабоченности в эти дни, — заявил Песков.

Также пресс-секретарь президента уверен, что конфликт Израиля и ХАМАС на СВО не повлияет. Так как «СВО — это самостоятельный процесс, который реализуют ВС РФ с указаниями Верховного главнокомандующего, там всё идет по плану».",1
rt_ru_news,2023-10-09 06:03:57.000,"ВС России уничтожили пытавшихся наступать солдат ВСУ в районе Малых Щербаков

Расчёт беспилотников добровольческого батальона Судоплатова обнаружил и успешно ликвидировал пехоту украинской армии в районе села Малые Щербаки на Запорожском направлении. 
Читать далее",2
rt_ru_news,2023-10-09 02:09:41.000,"Российские военные сорвали контратаку ВСУ на Донецком направлении

Военнослужащие Южной группировки войск сорвали контратаку ВСУ на Донецком направлении — российские бойцы уничтожили здание, которое служило временным пунктом дислокации противника, заявил командир взвода операторов БПЛА. 
Читать далее",2
rentv_news,2023-10-09 11:44:52.000,"На кадрах — последствия обстрела израильского Ашдода со стороны боевиков ХАМАС. Минимум две ракеты были выпущены по городу. Системы ПВО не справляются с ракетными атаками.

""Очевидцы сообщают, что такого кошмара они еще не видели. Люди боятся возвращаться домой, боятся покидать убежища"", — передает корреспондент Леон Фишбейн. 

По словам местного жителя, сирена прозвучала днем, люди за считанные секунды успели покинуть улицы города. Одна из ракет ХАМАС упала прямо на автомобильную стоянку. В результате сгорели около 10 машин. 

Подписаться на РЕН ТВ",1
anna_news,2023-10-09 11:28:03.000,"Бойцы ВДВ выбили противника с позиций в районе Бахмута

Десантники уничтожили группу солдат ВСУ, пытавшихся обойти город с севера, сообщили в Минобороны РФ.

Бойцы подразделения ВДВ смогли незаметно приблизиться к позициям ВСУ в лесополосе и неожиданно атаковать противника.

В ходе боя в плен были взяты как минимум пять военнослужащих украинской армии.

Непосредственно перед столкновением в окопах укрывалось до 15 украинских солдат. 

@anna_news",2
newsfrol,2023-10-09 18:21:10.000,"🇵🇸⚔️🇮🇱Новые кадры атак ХАМАС на базы, блокпосты и солдат армии Израиля
▪️На последнем видео захваченный блокпост с солдатами ЦАХАЛ. Один из палестинцев кинул гранату в помещение и прятавшийся там израильский военный попытался сбежать, но был застрелен.

Видео: Соцсети
https://newsfrol.ru",2
news_rambler,2023-10-09 23:00:03.000,"⁠Российские военные перешли в наступление у Купянска и Лимана

Российские войска перешли в наступление у Купянска и Лимана, а также на запорожском и южно-донецком направлениях. Об этом пишет «Лента. ру» со ссылкой на Telegram-канал «Военкоры русской весны».

Читать на Рамблере →",1
zpnewsru,2023-10-10 09:30:25.000,"Над городом Молочанск в Запорожской области сработала ПВО
⁠
МЕЛИТОПОЛЬ, 10 окт - РИА Новости. Российская система ПВО отработала над городом Молочанск, сообщили в администрации Запорожской области.

""По предварительной информации, в 9.40 мск в городе Молочанск Токмакского района сработала система ПВО ВС РФ"", - сообщили в администрации.

Сведения о жертвах и разрушениях не поступали.Российская ПВО за сутки сбила 19 украинских дронов ...

Подробнее>>>",1
rt_ru_news,2023-10-10 15:37:32.000,"В Турции заявили, что Эрдоган обсудил с Путиным палестино-израильский конфликт

Президент Турции Реджеп Тайип Эрдоган обсудил с российским лидером Владимиром Путиным ситуацию вокруг палестино-израильского конфликта. Об этом сообщили в канцелярии турецкого лидера. 
Читать далее",1
kherson_news_info,2023-10-10 04:22:13.000,"Происшествия Горностаевского района. Удары нацистов по мирным жителям.

Проведим работу по восстановлению поврежденных обстрелами зданий в Горностаевке. За сутки восстановлена высоковольтная линии электропередачи между Горностаевкой и Каирами, также перебитая взрывом. На утро электроснабжением обеспечены все населенные пункты.

Всего за сутки зафиксировано 24 ""прилета"" с правого берега.  В результате минометного обстрела пострадал жилой дом на ул. Казацкой в Горностаевке. Лишь чудом не пострадали люди.",1
peoplelivenews,2023-10-11 08:36:27.000,"Работают гвардейцы 40 бригады морской пехоты Тихоокеанского флота на правом фланге Времевского выступа.

Экипажи БМП-3 освоили стрельбу с закрытых позиций и уничтожают врага с относительно безопасного расстояния, используя 100 мм пушку как артиллерийское орудие. 

На видео дальность до цели 3,5 км. Вражеский опорный пункт разбит в хлам.

Там, где мы, там - победа!",2
vesti_top,2023-10-11 07:01:51.000,"Парламент Киргизии одобрил создание объединенной системы ПВО с Россией
https://lenta.ru/news/2023/10/11/parlament-kirgizii-odobril-sozdanie-ob-edinennoy-sistemy-pvo-s-rossiey/

Парламент Киргизии одобрил соглашение с Россией о создании объединенной региональной системы противовоздушной обороны (ПВО). Об этом сообщает «Sputnik Кыргызстан». Документ подписали в августе 2022 года в Москве. Киргизия временно на безвозмездной основе передаст России земельный участок размером пять гектаров.",1
vesti_top,2023-10-11 11:31:20.000,"ВС России уничтожили переправы через реку Оскол для сковывания ВСУ
https://lenta.ru/news/2023/10/11/pereprav/

Вооруженные силы (ВС) России уничтожили несколько переправ через реку Оскол в Харьковской области для сковывания ВСУ, сообщил глава военно-гражданской администрации региона Виталий Ганчев. По его словам, уничтожение переправ сильно затруднило проведение ротации и подвоз боекомплекта для украинских военных.",2
vesti_top,2023-10-11 17:20:21.000,"Эрдоган провел переговоры с представителями ХАМАС
https://lenta.ru/news/2023/10/11/erdogan-provel-peregovory-s-predstavitelyami-hamas/

Президент Турции Реджеп Тайип Эрдоган провел переговоры с представителями радикального палестинского движения ХАМАС. Об этом сообщает Habertürk со ссылкой на источники. Стороны обсудили вопрос освобождения удерживаемых группировкой заложников. Переговоры прошли в Анкаре.",1
rt_ru_news,2023-10-11 12:42:44.000,"Водитель-механик Пикачу рассказал о своей службе на Запорожском направлении

Водитель-механик с позывным Пикачу рассказал, как помог справиться с сильным пожаром после обстрела ВСУ посадки вблизи позиций российских артиллеристов на Запорожском направлении. 
Читать далее",2
vestirespubliki95,2023-10-11 06:59:10.000,"⚡️⚡️⚡️Рамзан Кадыров, выступая на церемонии открытия маштабного комплекса из 18-ти многоквартирных домов,  заверил,  что в ЧР и дальше будут строиться лучшие дома. 

«Мы ещё будем строить лучшие дома, создадим лучшие условия, будем расширять дороги, проспекты, и это у нас получится, потому что мы на пути Всевышнего, который заложил наш Первый Президент Ахмат - Хаджи Кадыров», – сказал Глава ЧР. 

«Дай Аллах, чтоб нам всегда сопутствовала удача, и чтобы мы истинно верили, истинно молились и истинно любили ради Аллаха друг друга!», – заключил Рамзан Кадыров.",1
vestirespubliki95,2023-10-11 09:28:32.000,"⚡️⚡️⚡️Глава ЧР Рамзан Кадыров в ходе своего выступления на торжественном открытии парка имени Первого Президента ЧР  Героя России Ахмата-Хаджи Кадырова отметил насколько сильно похорошел город Шали.

«Если вспоминить былое время, город Шали был очень невзрачным и неприметным местом в республике. А сегодня это очень красивый город, в котором возведена одна из самых красивейших мечетей в мире», — сказал Рамзан Кадыров. 

Также он отметил, что Шали стал местом притяжения туристов. И то, что город недавно посетило за день пять тысяч человек, говорит о многом.",1
octgnews,2023-10-11 01:09:03.000,"❗️Силы ПВО сбили 2 беспилотника над Брянской областью

2 беспилотных летательных аппарата самолётного типа  уничтожены при попытке атаки объектов на территории Суражского района, сообщил губернатор Александр Богомаз.

Пострадавших и разрушений нет. На месте работают оперативные и экстренные службы. 

Накануне российские средства ПВО сбили украинский беспилотник над Брянской областью.

Подписаться на O!News",1
octgnews,2023-10-11 05:52:51.000,"❗️Парламент Киргизии одобрил соглашение с РФ о создании объединённой региональной системы ПВО

Жогорку Кенеш (парламент страны) одобрил соглашение сразу в трех чтениях.

Соглашение о создании объединенной системы было заключено в Москве 16 августа 2022 года. В мае 2023-го его подписал президент РФ Владимир Путин.

Система станет частью объединенной системы ПВО государств – участников СНГ. Координацию совместных действий будет осуществлять главнокомандующий ВКС РФ. 

Подписаться на O!News",1
zpnewsru,2023-10-12 05:00:39.000,"Украинский танк стал добычей российского «Аллигатора» на Запорожском направлении
⁠
Минобороны России показало видео с уничтожением украинской бронетехники.

Танк ВСУ стал добычей экипажа российского разведывательно-ударного вертолета Ка-52 на Запорожском направлении.

Украинский танк пытался вести огонь под прикрытием лесополосы, но был уничтожен управляемой ракетой.

Ранее российское оборонное ведомство сообщило, что наши бойцы уничтожили гаубицу ВСУ FH-70 производства НАТО.

Материал подготовили Тимур Шерзад и Николай Баранов....

Подробнее>>>",2
zpnewsru,2023-10-12 03:57:23.000,"‼️🇷🇺💥Бои на Запорожском направлении:""Алигаторы"" продолжают уничтожать технику ВСУ

Экипажи Ка-52  точным выстрелом управляемой ракеты уничтожил вражеский танк, пытавшийся работать из лесополосы.
      
@zpregion",2
crossnews_ru,2023-10-12 01:40:22.000,"В Белгородской области обломки БПЛА упали на жилой дом, два человека погибли

В Белгородском районе Белгородской области система ПВО сбила БПЛА самолетного типа на подлете к городу, написал в Telegram-канале глава региона Вячеслав Гладкова. 

По словам губернатора, в результате падения обломков загорелся частный жилой дом, два человека пострадали, тела еще двух извлекли из под завалов. Гладков также заявил, что под завалами может находиться ребенок.

@dwglavnoe


Источник -  DW Главное (@dwglavnoe)",1
rt_ru_news,2023-10-12 03:46:10.000,"«Выполняем задачи безукоризненно»: работа артиллеристов на Купянском направлении

Минобороны России опубликовало кадры боевой работы расчётов самоходных артиллерийских установок «Мста-С» Западного военного округа при выполнении огневых задач. Военные теснят ВСУ ударами артиллерии на Купянском направлении, в чём им помогают разведчики. По словам наводчика с позывным Физик, снаряд калибра 152 мм позволяет наносить огромный ущерб технике и живой силе противника. 
Читать далее",2
dnrpravda_news,2023-10-12 07:52:27.000,"Два человека, в том числе медработник, погибли в результате обстрела ВФУ Кировского района Донецка. Еще один мирный житель ранен 

""Сотрудница ГБУ «Городская больница № 25 г. Донецка» — женщина 1969 года рождения погибла на территории медучреждения, жертвой огня ВСУ также стал мужчина 1956 года рождения. Еще одна женщина 1956 года рождения была ранена. В результате обстрела также повреждено здание самой больницы"", - сообщает СЦКК ДНР.",1
zpnewsru,2023-10-12 12:15:00.000,"💬Артиллеристы уничтожили укрепления ВСУ на запорожском направлении
⁠
На запорожском направлении российские военные сейчас подавляют активность штурмовых групп ВСУ, которые пытаются прорваться к важному транспортному узлу — развилке на Энергодар и Мелитополь. Все попытки боевиков закрепиться на позициях оказываются безуспешными, как только начинают работать наши артиллеристы. За работой расчетов гаубиц наблюдала корреспондент ""Известий"" Мэри Бадунц.

Наш канал | Наш чат | Наш бот

#Насамомделе #Насамомделевзапорожье #Запорожье #Россия",2
rt_ru_news,2023-10-12 17:51:00.000,"Спецоперация Z: хроника главных военных событий 12 октября

Ка-52 работает ракетой «Вихрь-1» по боевикам и технике ВСУ, артиллерия 36-й бригады крушит опорник и БМП ВСУ под Никольским, бойцы ВС РФ затрофеили БМП-1 ВСУ под Работином, «Мста-С» ВС РФ ведёт огонь по противнику под Купянском, «НОНА-С» ВС РФ уничтожает позиции и технику ВСУ под Артёмовском и другие события спецоперации 12 октября. 
Читать далее",2
forshmaknews,2023-10-13 05:35:28.000,"‼️🇷🇺💥""Ланцеты"" уничтожают артиллерийские системы врага по всему фронту
Подборка работы российских ""Иксоводов"":

▪️На 1 видео ударами дронов-камикадзе «Ланцет» подразделений ВДВ уничтожено 3 гаубицы ВСУ М777.
▪️На 2 — дрон-камикадзе поражает украинскую САУ ""CAESAR"" на Запорожском направлении.
▪️На 3 — барражирующий боеприпас уничтожает американскую САУ М-109 ""Палладин"".
▪️На 4 — Ланцет точным попаданием уничтожает РСЗО боевиков.
t.me/RVvoenkor",2
ru2chnews,2023-10-13 02:38:01.000,"Блять ты клоун что ли, та же самая Москва от мкада до центра имеет расстояние 12-15 км, как нахуй ты собираешься защищать инфраструктуру такого большого города, если расположишь ПВО за 15-20 км учитывая тактику Уркаины пускать дроны малого полета? Чтоб ПВО могло засечь летящего моджахеда или самодельную хуйню из говна и палок приходится охватывать радиус 5-10 км. Поэтому ПВО располагают в больших парках дабы при попытке атаки можно было отделаться минимальными жертвами по мирняку и при всем этом скрыть само ПВО в деревьях и зелени",1
zspecialnews,2023-10-13 17:28:01.000,"108 ДШП 7 ДШД на Запорожском направлении уничтожает силы противника.

Десантники из 108 ДШП у Вербовое сжигают силы противника, срывая их атаки и вынуждая бежать врага  с занимаемых позиций.

""Дневник Десантника""",2
rt_ru_news,2023-10-13 18:18:27.000,"Спецоперация Z: хроника главных военных событий 13 октября

Артиллерия 36-й бригады уничтожает позиции ВСУ под Угледаром, «Тюльпан» ведёт огонь по фортификации ВСУ под Купянском, батарея САО «НОНА-СВК» накрывает позиции ВСУ под Торским, «Ланцет-3М» отработал по французской САУ CAESAR на Запорожском фронте, артиллерия 348-го полка уничтожает пехоту ВСУ в Кременском лесу и другие события спецоперации 13 октября. 
Читать далее",2
varlamov_news,2023-10-14 01:48:38.000,"В районе железнодорожного вокзала и аэропорта Адлера сработала система ПВО, прозвучало около восьми взрывов, рассказали @varlamov_news местные жители.

upd: Средства ПВО уничтожили два беспилотника над акваторией Черного моря вблизи побережья Краснодарского края — Минобороны России

upd: В аэропорту Сочи временно ограничивались полеты, сейчас он работает в штатном режиме — РИА «Новости»

upd: Пострадавших и разрушений нет — мэр Сочи",1
pronorusnews,2023-10-14 06:13:40.000,"Боевая работа Т-90А с колейным минным тралом танкового батальона ""Тигр"" из 255-го полка на Марьинском направлении. 

Экипаж выполнял задачу по проделыванию прохода в минном заграждении, затралил несколько мин и получил прямое попадание украинского ПТРК, выпущенного из засады.

Однако, и сам Т-90А и его экипаж уцелели, ответным огнем подавили позицию ПТРК, вынудив их сняться оттуда, а затем смогли благополочно вернуться, прикрываясь термодымовой завесой, и находясь при этом под огнем артиллерии.

""Военный Осведомитель""",2
rbc_news,2023-10-14 10:25:19.000,"Как выживает бизнес в одном из самых пострадавших от обстрелов городов России и почему руководители предприятий Шебекино уверены, что помощи от властей недостаточно: 

«У меня крыша как дуршлаг. Необходимо в срочном порядке готовиться к зимнему периоду. Если в ближайшее время не будет принято никаких решений, связанных с выдачей нам денег, мы будем вынуждены законсервировать предприятие, потому что зимой в нем физически невозможно будет находиться"". 

«Мы звоним своим покупателям, говорим, что мы вернулись, мы работаем. А они нам говорят: «Извините, вы ненадежные, вы же в приграничной зоне».",1
rentv_news,2023-10-14 23:50:18.000,"Новороссийские десантники уничтожают ВСУшников с помощью 82-мм минометов

В районе н.п. Вербовое на Запорожском направлении с помощью беспилотников были обнаружены противники.  

Расчёту достаточно нескольких минут для приведения миномета к бою, после этого беглым огнём оружие наносит удар и уничтожает пехоту противника в опорном пункте.

📹: МО РФ

Подписаться на РЕН ТВ",2
zpnewsru,2023-10-15 11:08:11.000,"‼️🇷🇺💥Бои у Вербового: Десант уничтожает врага на Запорожском фронте
Бойцы ВДВ ведут огонь на подавление огневых точек, опорных пунктов и укрытой живой силы противника на дальности до 7 километров.
Минометные расчеты точным попаданием накрывают пехоту противника, пытавшуюся укрыться в окопах. 
t.me/RVvoenkor
      
@zpregion",2
rus_now_news,2023-10-15 12:20:02.000,"""Горит вся Авдеевка, идут тяжелейшие бои, русские наступают 4 сутки"".

Глава местной администрации Барабаш прокомментировал 4-й день массированных обстрелов и штурмов со стороны российских войск.

""Очень горячо на Авдеевском направлении. За ночь, если говорить о районе, то 13 ракет прилетело. По позициям вообще нет точного понимания, точно было более 20 ракет. Бои уже 4 сутки не утихают ни днем, ни ночью. Стрелковые бои, работает артиллерия круглосуточно. Штурмовые действия врага не прекращаются. Ситуация очень сложная""

👉Россия сейчас. Подписаться",1
gagauznewsmd,2023-10-15 11:39:01.000,"Эрдоган прямо обвинил США в конфликте на Ближнем Востоке

«США сбили турецкий беспилотник в Сирии. Когда им это удобно, мы - союзники по НАТО. К сожалению, США в настоящее время обучают и вооружают все террористические группировки и превращают Сирию и Ближний Восток в кровавую баню», - заявил президент Турции Реджеп Тайип Эрдоган в ходе своего выступления в парламенте.

@gagauznewsmd",1
politube_news,2023-10-15 05:41:24.000,"🇺🇦Украина арендует ПВО, чтобы защититься в холодный период, — спикер Воздушных сил Игнат

Он не назвал страны, оказывающие подобную услугу, но подтвердил, что такая практика есть.

«Понятно, что каждая страна прежде всего заботится о собственной защите. Никто свое ПВО просто так нам не отдаст. Почему так долго поставляют ПВО, почему дозировано? Потому что нет ее столько в мире, чтобы нам ее отдать», — сказал Игнат.

✅Подписаться ➡️ PoliTube_news",1
vesti_top,2023-10-15 19:41:05.000,"Военный аналитик оценил действия российских военных на запорожском направлении
https://lenta.ru/news/2023/10/16/daddykin/

Военный аналитик Василий Дандыкин оценил действия российских военных на запорожском направлении. По его словам, они изматывают Вооруженные силы Украины (ВСУ) активной обороной. Он добавил, что ВСУ вынуждены перебрасывать меньшие резервы, в том числе к Купянску и Авдеевке, потери украинских военных возросли.",2
zpnewsru,2023-10-15 13:35:30.000,"❗Новости с Запорожского направления, Вербовое

Ожесточённые обстрелы артиллерии с обоих сторон продолжаются. Понятие ""серой зоны"" здесь почти не существует. 300-400 метров между противником и нами – обычная вещь. На некоторых участках есть и 100 метров, сообщает Фронтовая птичка.

В целом противник закрепляется на уже занятых рубежах, но и пытается локально атаковать. Успехи минимальны, но частота накатов начинает надоедать.

В воздухе все время висят птицы и день, и ночь. По 2-3 штуки от каждой стороны, которые контролируют одну лесополку – это норма.
      
@ukraina_ru",1
vesti_top,2023-10-16 05:37:01.000,"Российский солдат подорвался с бойцом «Азова»
https://lenta.ru/news/2023/10/16/azov_soldat/

Российский солдат подорвался с бойцом 3-й штурмовой бригады Вооруженных сил Украины (бывший «Азов», запрещенная в России террористическая организация) при штурме украинцем блиндажа, передает Telegram-канал «Военкоры Русской весны». Украинские военные потребовали от россиянина выйти из окопа и сдаться.",1
vesti_top,2023-10-16 05:07:02.000,"Под Работино российский танк вместе с дроном поразили технику противника
https://lenta.ru/news/2023/10/16/pod-rabotino-rossiyskiy-tank-vmeste-s-dronom-porazili-tehniku-protivnika/

Под Работино на запорожском направлении российский танк при помощи расчета разведывательного дрона поразил технику и личный состав противника. Об этом сообщил командир взвода с позывным «Сова». Он сообщил, что ездит на основном боевом танке Т-72 Б3М ОБХ, который оборудован по последнему слову техники.",2
rentv_news,2023-10-16 16:02:31.000,"Минобороны сообщает, что командование группировки войск РФ примет необходимые упреждающие меры в связи с угрозой атаки в Сирии.

В Идлибской зоне деэскалации готовится нападение на мирное население, пункты дислокации войск России и Сирии, а также гражданские объекты с применением беспилотников и систем РСЗО дальнего радиуса. Об этом сообщает российский центр по примирению враждующих сторон.

Подписаться на РЕН ТВ",1
rgrunews,2023-10-16 05:15:08.000,"""Быть воином - жить вечно"" - Российский солдат подорвал себя вместе с боевиком ""Азова""*

Боевики из 3-й штурмовой бригады ВСУ - бывшего ""Азова"" (террористическая организация, запрещена в РФ) штурмовали блиндаж. Они потребовали от русского воина выйти из окопа и сдаться. Когда один из украинцев спустился внутрь, россиянин взорвал и себя, и ""азовца"".

Об этом сообщает Telegram-канал ""Операция Z: Военкоры Русской Весны"".

@rgrunews",1
rt_ru_news,2023-10-16 19:04:34.000,"Спецоперация Z: хроника главных военных событий 16 октября

Ка-52 отработал ракетой «Вихрь-1» по технике ВСУ на Запорожском фронте, боевая работа Су-30СМ ВКС РФ, российская артиллерия крушит укрепления ВСУ под Артёмовском, «Акация» ВС РФ ведёт огонь по противнику под Купянском, операторы электромагнитных ружей Росгвардии уничтожают дроны ВСУ, крылатая ракета Х-101 ВКС РФ направляется к цели и другие события спецоперации 16 октября. 
Читать далее",2
vesti_top,2023-10-16 21:06:23.000,"Украинский дрон целился в российский пикап и попал в пленных бойцов ВСУ
https://lenta.ru/news/2023/10/17/fpv/

Украинские военные уничтожили своих пленных сослуживцев, сообщил военкор Борис Рожин. Он разместил распространяющееся в украинских соцсетях видео, на котором видно, как украинский беспилотник атакует едущий по проселочной дороге пикап. При этом камера FPV-дрона засняла, что в кузове находятся связанные люди.",2
rt_ru_news,2023-10-17 18:12:41.000,"Спецоперация Z: хроника главных военных событий 17 октября

«Краснополь» морпехов ТОФ поражает Mastiff ВСУ под Угледаром, FPV-коптер разносит блиндаж противника, российские десантники поражают брошенную БМП-2 армии Украины под Клещеевкой, «Ланцет-3» уничтожает украинский M777A2, российские миномётчики накрывают позиции противника под Угледаром, Су-25СМ3 ведут огонь снарядами С-8 по позициям ВСУ и другие события спецоперации 17 октября. 
Читать далее",2
rt_ru_news,2023-10-17 22:54:40.000,"Гладков: в Белгородской области силами ПВО сбито шесть БПЛА

Губернатор Белгородской области Вячеслав Гладков сообщил, что в Белгородском районе и Яковлевском городском округе системой ПВО были сбиты шесть БПЛА самолётного типа. 
Читать далее",1
rt_ru_news,2023-10-17 12:33:48.000,"ВХ: мясные штурмы на Запорожском фронте были нужны ВСУ для перегруппировки

Судя по всему, месяц «мясных штурмов» на Запорожском направлении был нужен ВСУ для крупной перегруппировки, пишет Военная хроника. Начиная с 15 октября на позиции ВС России в районах Работино — Вербовое и Копани — Нестерянка украинская пехота активно идёт в атаку с техникой, как в первые дни наступления. 
Читать далее",2
zpnewsru,2023-10-17 07:42:32.000,"Сгоревшая немецкая БРЭМ Bergepanzer 3 Buffel украинской армии на Запорожском направлении.

Каждая потеря западной инженерной машины является тяжелой утратой для противника, так как поставлено их было относительно немного, но при этом только они способны адекватно эвакуировать поврежденные западные же танки, такие как Leopard 2, Challenger 2 и недавно прибывшие M1A1 Abrams. Кадр из видео от: @voenacher

Военный Осведомитель",2
zpnewsru,2023-10-17 05:00:27.000,"Система ПВО отразила ночную атаку на Бердянск
⁠
МЕЛИТОПОЛЬ, 17 окт - РИА Новости. В Бердянске ночью сработали средства ПВО, сообщили журналистам в администрации Запорожской области.

""В 2.30 по московскому времени в Бердянске прозвучала серия взрывов. По предварительной информации, отработала система ПВО ВС РФ"", - сказали в администрации.

Сведения о жертвах и разрушениях не поступали.Российская ПВО сбила два украинских МиГ-29 и Су-25 ...

Подробнее>>>",1
rbc_news,2023-10-17 15:22:22.000,"Система ПВО сбила беспилотник самолетного типа в Белгородской области, сообщил губернатор Вячеслав Гладков.

«В Белгородском районе системой ПВО сбит БПЛА самолетного типа. Оперативные службы уточняют информацию о последствиях на земле. По предварительным данным, пострадавших и разрушений нет», — написал он в своем телеграм-канале.",1
crossnews_ru,2023-10-17 15:37:18.000,"Система ПВО сбила беспилотник самолетного типа в Белгородской области, сообщил губернатор региона Вячеслав Гладков.

""Оперативные службы уточняют информацию о последствиях на земле"", — написал глава региона в своем Telegram-канале.

Гладков отметил, что, по предварительным данным, пострадавших и разрушений на территории региона нет.


Источник -  ТАСС (@tass_agency)",1
crossnews_ru,2023-10-17 22:55:43.000,"⚡️Силы ПВО сбили шесть беспилотников самолетного типа в Белгородской области

""В Белгородском районе и Яковлевском городском округе системой ПВО сбито шесть БПЛА самолетного типа. Оперативные службы уточняют информацию о последствиях на земле"", - сообщил глава региона Вячеслав Гладков.

Он отметил, что, по предварительным данным, пострадавших и разрушений нет.

@interfaxonline


Источник -  Интерфакс (@interfaxonline)",1
crossnews_ru,2023-10-17 16:03:10.000,"❗️Президент Турции Реджеп Тайип Эрдоган после атаки по больнице в секторе Газа призвал остановить это ""беспрецедентное злодеяние"". 

""Удар по больнице, в которой находятся женщины, дети и ни в чем не повинные мирные жители, - это последний пример израильских атак, лишенных самых элементарных человеческих ценностей. Я призываю все человечество принять меры, чтобы остановить это беспрецедентное злодеяние в Газе"", - написал Эрдоган в соцсети Х.


Источник -  Раньше всех. Ну почти. (@bbbreaking)",1
ru2chnews,2023-10-17 18:25:53.000,Ну  теперь когда есть Абрамсы а атакамсы точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно точно будет перемога.,2
rgrunews,2023-10-18 02:56:40.000,"🇷🇺🇨🇳Президент РФ Владимир Путин и председатель КНР Си Цзиньпин завершили переговоры в Пекине. 

Лидеры с участием делегаций общались около полутора часов. Ранее в Кремле сообщали, что Путин и Си также могут продолжить общение в формате тет-а-тет.

Отметим, что Си Цзиньпин в ходе разговора обращался к российскому президенту со словами ""мой давний друг"". 

""За 10 лет, с 2013 года, мы с вами, господин президент, провели 42 встречи, наладили добрые деловые отношения, крепкую личную дружбу"", - подсчитал лидер КНР.

@rgrunews",1
zpnewsru,2023-10-18 02:35:47.000,"Украинская ПВО нанесла удар по жилой пятиэтажке в городе Запорожье. Об этом заявил глава запорожского общественного движения ""Мы – вместе с Россией"" Владимир Рогов.

""В результате криворуких действий ПВО ВСУ произошло попадание ракеты в многоквартирный жилой дом в центре города"", – написал он в соцсетях.

Жертвами атаки стали два мирных жителя. Еще один человек был ранен. Разрушения зафиксированы в восьми квартирах.

""Характер повреждений свидетельствует о том, что в жилой дом попала именно ракета ПВО ВСУ"", – заключил Рогов.
      
@tsargrad_zp",1
rt_ru_news,2023-10-18 05:53:07.000,"Пленный боец ВСУ: командование Запорожского направления не владеет ситуацией

Командиры украинской армии на Запорожском направлении фронта не владеют ситуацией на поле боя и отправляют военных на российские позиции, считая их своими, сообщил пленный боец 82-й десантно-штурмовой бригады ВСУ Виталий Шутко. 
Читать далее",2
rt_ru_news,2023-10-18 11:22:47.000,"Лавров: Россия ценит поддержку своих действий в ходе СВО со стороны властей КНДР

Российский министр иностранных дел Сергей Лавров подчеркнул, что Россия ценит поддержку своих действий в ходе специальной военной операции со стороны властей Северной Кореи. 
Читать далее",1
rt_ru_news,2023-10-18 14:44:08.000,"В Белгородском районе сбит беспилотник самолётного типа

В Белгородском районе средствами ПВО сбит БПЛА самолётного типа, сейчас оперативные службы уточняют информацию о последствиях на земле, сообщил губернатор Белгородской области Вячеслав Гладков. 
Читать далее",1
