ChannelName,Date,Content,Suspicious_Level
svtvnewsfree,2023-10-07 11:43:38.000,"Армия обороны Израиля официально подтвердила, что боевики ХАМАС захватили заложников и увезли их в сектор Газа

Главный представитель ЦАХАЛ, контр-адмирал Даниэль Хагари заявил, что несколько израильских солдат были убиты в ходе боевых действий по защите местных жителей. Никаких цифр о количестве убитых заложников или солдат военный не привел.

На юге Израиля все еще продолжаются боевые действия в 22 районах. По словам представителя ЦАХАЛ, израильские войска достигли всех городов на границе с Газой и «работают над проверкой» каждого из них.",2
crimeannewss,2023-10-07 16:30:02.000,"🔷 Минобороны РФ: 7 октября около 22.00 мск киевским режимом была предпринята попытка террористической атаки по территории Республики Крым зенитной ракетой комплекса ПВО С-200, переоборудованной в ударный вариант


7 октября около 22.00 мск киевским режимом была предпринята попытка террористической атаки по территории Республики Крым зенитной ракетой комплекса ПВО С-200, переоборудованной в ударный вариант.

Российскими средствами ПВО украинская ракета была своевременно обнаружена и уничтожена в воздухе.

Минобороны России",2
ru2chnews,2023-10-07 16:04:27.000,Слушай до хорош. Ну смешно уже. В Москве хохлов до жопы. В Украину при совке русских сколько приехало. Постоянно перемешивались. Да и не понятно где кто был и до совков где хохол где москаль. Тула была и в Черниговском княжестве и речи поспалитой. Брянск в литовском княжестве и в Черниговском. А Тула это на минутку соседняя область с Москвой. Прибалтика при совке 30 % туда русских заехало. Ну и где кто тут? Мы все перееблись.  Мы одна нация. У меня родственики в Украине. У тебя в РФ наверное тоже. Не гони дуру.,2
ru2chnews,2023-10-07 17:35:59.000,"Уничтожено. Из неуничтожимых танков сыществует только одна модель - это армата, она ещё и инвизом обладает ... А вот леопарды , как и любой воюющий танк уничтожается. Но найдешь ли ты их с оторвоной башней ??? На ориксе есть перечень всей уничтоженой технике, как хохляцкой так и русской. По какой то неведомой причине оторваные башни у большей части русской технике. Очевидно что хохлы на фронте пригоняют краны чтоб закинуть башню на уничтоженый танк под артой чтоб не позорить иноземных партнеров",3
jnb_news,2023-10-07 18:58:39.000,"В администрации США заявили:

- США намерены оказать поддержку Израилю в свете обострения его конфликта с Палестиной, в том числе передачей разведданных.

- Власти США обсуждают с Израилем его потребности в военной помощи, но пока не готовы объявить о ее предоставлении.

- США сейчас не имеют данных о причастности Ирана к атакам на Израиль.

- Вашингтон считает сейчас преждевременным делать выводы относительно причастности Ирана к атакам на Израиль.

#в_мире
Диванный генштаб",2
newsvladivostok,2023-10-07 19:38:25.000,"Более чем уверен что они просто понимают что по своей природе россияне всё стерпят
К тому же они видят как власть относится к собранному народу а они считают что это их не касается так как они гости

Вот и результат
По сути они даже не виноваты просто за много лет российский народ себя показал своё безволие и безразличие ко всему",1
zpnewsru,2023-10-08 06:56:26.000,"#Зрада_зрадная

Арестович заявил, что у украинской армии на данный момент нет перспектив прорвать южный фронт и выйти к Азовскому морю.

«Ни о каких прорывов к морю речь уже не идет. Хотя ещё полтора месяца назад такая возможность была. Но ее «про@бали». Потому нужно было вовремя принимать решения, башкой думать, а не пиаром заниматься», - заявил экс-советник Офиса президента, не уточнив кому именно конкретно нужно было «башкой думать».

Наш канал | Наш чат | Наш бот

#Насамомделе #Насамомделевзапорожье #Запорожье #Россия",2
zpnewsru,2023-10-08 04:08:14.000,"🪖Обстановка на Запорожском направлении на 10:00

Ночью была полная тишина и отсутствие движений у противника, работали только артиллеристы. Под утро была попытка на двух м113 с личным составом прощупать нашу оборону у Новопрокоповки, парни с пехоты уверенно сдержали позиции в стрелковом бою, остатки противника отошли лесопосадкой. Каждый день враг пробует мелкие вылазки на всех участках от Работино.

Вчера были уничтожены в окопах иностранные наемники, за дерзкую езду на пикапе.

Западнее н.п. Вербовое «иксоводы» уничтожили САУ М109 ВСУ.

Архангел Спецназа. Подписаться.",2
zpnewsru,2023-10-08 08:00:36.000,"ВСУ потеряли до 30 военных на Запорожском направлении
⁠
РИА Новости. МО РФ: НА ЗАПОРОЖСКОМ НАПРАВЛЕНИИ НАНЕСЕНО ПОРАЖЕНИЕ ЖИВОЙ СИЛЕ И ТЕХНИКЕ ПРОТИВНИКА В РАЙОНАХ РАБОТИНО, НОВОДАНИЛОВКА И СЕВЕРО-ЗАПАДНЕЕ ВЕРБОВОГО

МО РФ: НА ЗАПОРОЖСКОМ НАПРАВЛЕНИИ УНИЧТОЖЕНО ДО 30 УКРАИНСКИХ ВОЕННОСЛУЖАЩИХ, А ТАКЖЕ ГАУБИЦА М119 ПРОИЗВОДСТВА США ...

Подробнее>>>",2
svtvnewsfree,2023-10-08 05:31:01.000,"Байден предлагает отправить Украине ещё 100 миллиардов долларов — The Telegraph

По информации журналистов, в администрации Байдена хотят отправить Украине «большой единовременный» пакет помощи, чтобы обеспечить финансирование войны до президентских выборов в ноябре 2024 года.

Также Байден планирует выступить с «большой» речью по Украине. В ней он «попытается объединить Америку в понимании того, почему так важно поддерживать Украину и как многое поставлено на карту». По словам источников журналистов, президент «напрямую ответит и опровергнет критику финансирования Украины».",3
crossnews_ru,2023-10-08 03:50:43.000,"Расчет гаубицы Д-30 одного из подразделений Центрального военного округа уничтожил опорный пункт ВСУ на краснолиманском направлении и вынудил противника отступить с опорного пункта, рассказал командир взвода гаубиц Д-30 с позывным Псих.

Он добавил, что его взвод регулярно работает по пехоте, опорным пунктам и технике противника. Артиллеристы работают в связке с разведчиками, которые с помощью беспилотников находят цели и передают их координаты артиллеристам.


Источник -  ТАСС (@tass_agency)",2
ru2chnews,2023-10-08 05:05:36.000,"Воевать по всем направлениям израилтнчте могут (военные и экономические, жизненные меры приняты ). 
А Шойгу до сих пор с Зелей любезничает, когда тот через своих бандеровцев уничтожает жителей днр, лнр, Херсонской, Запорожской, брянской, областей, обстреливают Курск, Севастополь, Крым, Москву и Подмосковье и др. территории России 😡😡😡. 
До сих пор на Украине не уничтожены западные жд пути для подвоза вооружения и техники против России 😡, с целью абсолютного недопущениях их к линии фронта и создания мира на приграничных территориях .",2
ru2chnews,2023-10-08 06:57:01.000,"Да только что то ты забываешь кто первым там был, потом после раздела британцами ты забываешь что дали просто кусок пустыни где нихуя не было, но Палестине не хотелось чтоб у евреев была даже оброненная пустыня. Началась война и не одна,  так что естественно границы расширились. А если учитывать что из урожая было только трофейное со второй мировой, что спасибо странам(Китай кстати позорил один пистолет😂) то ничего удивительного что граница такая какая есть. Ибо если не подписали мирные соглашения то границы Израиля были там где Египет и заканчивая Ливаном🤷🏻‍♂️",2
ru2chnews,2023-10-08 03:49:57.000,"Напрасно орёшь. Тут нормально сторону не выберешь, евреи тоже нихуя не зайки и точно так же щемят мирняк. Земли палестинцев они просто отжали, арабов из их домов выгнали. Палестинцы же не озаботились в своё время юридическими аспектами государственности и нужных бумажек на эти земли (на которых они, блядь, жили тыщу лет) у них нет.
Британцы в своё время просто дали эти земли евреям (своего государства у них, напомню, не было и натерпелись они достаточно) и свалили. С тех пор понеслось. Вот и думай, кто тут настоящее зло.",1
ru2chnews,2023-10-08 12:12:52.000,"Хазария это и есть родина евреев. Первое расселение было после первого уничтожения Хазарии, они переселились в Европу. Потом их поперли от туда из разных стран , последняя антиеврейская волна была при Гитлере.  Потом их как гостей отвезли на земли палестины, типо земля обетованная, где их приняли как братьев. Там им дали возможность выжить, после объявления израильского госва и признанием его меддунарым правом, Израиль объявил войну Палестине и начал оккупацию чужих территории.у арабов есть сокровенное право уничтожить Израиль это типо пророчества.",2
rentv_news,2023-10-08 01:00:46.000,"В США рассказали о дезертирстве в ВСУ: ""Украинские солдаты устали, они измотаны, их обстреливают""

После того, как ВСУ провалили запланированное и обещанное контрнаступление, украинские боевики начали массово дезертировать с поля боя, такое мнение выразил бывший советник Пентагона полковник Дуглас Макгрегор

Полковник считает, что сейчас ВСУ состоит из наименее подготовленных солдат. И причиной тому не только боевая мощь российской армии, но и, как указал Макгрегор, разумное поведение, потому что ""русские достойно обращаются с украинцами"".

Подписаться на РЕН ТВ",2
newsvladivostok,2023-10-08 07:50:27.000,"Ну, вы меня уже в 95% воткнули))
Нет, просто человек бубнит своё в своей теме, и если бы он не написал про защиту интересов России, я бы пропустила это. Но здесь глаз резануло.
Моё непреклонное мнение: СВО губит страну, поддерживающим СВО своя страна неинтересна и не важна, эти люди бессовестно лгут
PS. Я не скажу, что истосковалась бы по берёзкам, уехав из РФ. Но мне всё равно очень обидно за неё.",1
newsby_info,2023-10-08 13:12:00.000,"Результаты боев между ВС РФ и ВСУ видны из космоса

От 6,5 до 8,5% всех пахотных земель Украины были заброшены из-за боевых действий, установил анализ программы NASA Harvest.

На переданных NPR снимках видно, как поля заросли по сравнению с июлем 2021 года. Из-за этого Киев теряет до двух миллиардов долларов  в год и дальнейшие боевые действия, по оценке НАСА, сделают убытки намного выше.

Чтобы восстановить эти поля, расходы тоже нужны большие, так что лучше доверить эту задачу России. Вместе с территориями, разумеется.",2
lifenews,2023-10-08 10:49:06.000,"Минобороны России показало видео, на котором российские войска точным ударом поражают украинскую радиолокационную станцию (РЛС) системы С-300 в Николаевской области.

На кадрах снаряд ВС РФ прилетает по боевой позиции украинских военнослужащих. Удар пришёлся сразу по нескольким объектам противника, среди них РЛС системы С-300. Затем российский дрон-разведчик снял последствия огневого поражения.",2
lifenews,2023-10-08 12:29:05.000,"Украинский военнопленный назвал реактивные системы залпового огня ""Солнцепёк"" самым страшным оружием ВС России. Он рассказал, что видел последствия работы РСЗО в зоне специальной военной операции, а также признался, что боится её больше всего.

""Я не сталкивался (не попадал под обстрел, — Прим. Лайфа) с этими ""Солнцепёками"", но видел последствия. Нас выводили и над нашими позициями его запустили"", — приводит его слова источник.",1
news_74ru,2023-10-08 12:32:41.000,"Сергею Соколову из Челябинска 32 года и большинство друзей знают его как очень упитанного мужчину. Еще в школе он начал активно набирать вес, а к 27 годам весы показывали 186 килограммов.

Он не скрывает, что со студенчества начал злоупотреблять спиртным, а из всех видов спорта предпочитал шахматы. Все поменялось после рождения сына – Сергею стало стыдно перед ним за свой вес, и он решился на кардинальные перемены. Они коснулись не только питания, но и работы – он стал фитнес-тренером и теперь подает пример другим. История его успеха — в коротком видео.",1
crossnews_ru,2023-10-08 19:02:31.000,"Совбез ООН по итогам закрытого заседания не принял никакого заявления по поводу обострения на Ближнем Востоке

Об этом пишет РИА Новости со ссылкой слова на постпреда России при ООН Василия Небензи. 

Он заявил, что в ходе встречи призывал к прекращению огня и переходу к предметным переговорам, сообщает RTVI.

В свою очередь, постпред Мальты Ванесса Фрейзер заявила, что ни одно из государств-членов Совбазе не предлагало проект заявления. Она также указала, что все члены Совбеза осудили нападение ХАМАС на Израиль.


Источник -  Медуза — LIVE (@meduzalive)",1
ru2chnews,2023-10-08 19:34:47.000,"Добрый путник войди в славный город Багдад,
Ты своим не поверишь глазам.
Ждет тебя впереди приключений каскад,
Ты готов? Открывайся сезам!

Арабская ночь.
Волшебный восток.
Здесь чары и месть, 
Отвага и честь.
Дворцы и песок.
О дивный восток! 
О сказочный край!
Здесь яд и булат 
Погибель сулят,
Смотри не зевай!

Хоть лукав и жесток, но прекрасен восток,
Наточи свой клинок и вперед!
Пусть ковер самолет от забот унесет
На восток, куда сказка зовет!",1
news_1tv,2023-10-09 06:45:48.000,"Владимир Кличко в эфире немецкого телеканала заявил о том, что в Украине, в отличие от российской армии, все идут на фронт добровольно. Как на самом деле проходит якобы добровольная мобилизация на Украине, и кто воюет в составе ВСУ? 

Евгения Альбац, признанная в России иноагентом, заявила, что Гоголь писал на русском языке, потому что царь Александр Второй якобы запретил печатать книги на украинском языке. Зачем переписывать историю литературы?  Об этом и о многом другом — в новом выпуске программы «АнтиФейк».

https://www.1tv.ru/shows/antifeyk/vypuski/antifeyk-vypusk-ot-09-10-2023",3
ru2chnews,2023-10-09 06:28:44.000,"Украинская война самая дорогая, на не брошены все ресурсы всех стран НАТО

США заморозило поддержку Украины на 45 дней 
Британия заявила что у нее больше нет ресурсов на помощь Украине

Польша полностью прекратила помощь Украине.
Словакия прекратила помощь Украине.

Украина потеряла на фронте инициативу.

Ты уже хорошенько подготовился сосать в 7 раз ?",2
ru2chnews,2023-10-09 07:51:49.000,"Смотрел интервью бывшего солдата израильской армии вчера? Там дед рассказал как убивали мирных палестинцев и жгли из огнемета их просто ради смеха. Они были обычные мирные, даже не военные. Видно у них терпение лопнуло, раз они пошли войной на хорошо вооруженную армию Израиля.И как я после этого должен относиться к Израилю?",2
ru2chnews,2023-10-09 07:43:51.000,"А РФ не прозападная страна ? Ни одной русской буквы, ни одного российского бренда, до войны в Украине РФ тоже была самой прозападной страной, не по власти, а по менталитету, все сервисы, все услуги, все медиа, все либо скопировано, либо адаптировано, это просто политические заявления про запад, мы как от них зависели, так никогда и не перестанем, какой бы там не был ножкой топ )",2
ru2chnews,2023-10-09 12:33:20.000,"Та вроде ж вчера были видосы где боевики ХАМАСА прыгали на трупе женщины, а обычные палестинцы проходили и плевали на ее тело. 

Следом было видео как два, я так понимаю еврея, ссут на труп боевика Хамаса.

Потом еще были фотки с музыкального шоу где боевики сделали 200+ трупов.

Просто конкретно со вчерашнего вечера и весь день сегодня уже идёт ответка от ЦАХАЛ-а, а ХАМАС всё что мог уже сделал и теперь будут терпеть.",2
ru2chnews,2023-10-09 13:16:34.000,"АХАХ, ""едет мало ума""? Два крупнейших проекта за последние 25 лет - Яндекс и ВКонтакте. Это не мало ума, это всё, что у нас было из суперпроектов. Ты в курсе, кто основал Гугл? Подскажу, чел уехал с родителями лет в 10. Гугли сам. Ах, да, ""гугли"". Это русская силиконовая долина, которой у нас нет и не будет, это не мало ума, это всё, что у нас было, некому делать силиконовые долины в России. 70% на которые ты уповаешь - это те, кому лучше молчать или ехать под Бахмут отстаивать свою правоту",1
ru2chnews,2023-10-09 14:52:44.000,"да ты что) Чья бы корова ебало открывала) Щас бы быть из страны, которая в этих канавах умирает в 3 раза чаще, в которой были такие же мужики, которые как только не одевались чтобы выехать в соседние страны после того как обьявили мобилизацию, и какие самокаты только не брали, где военных представляет человек не знающий и который не уверен в победе разводящий руками в сторону) о каком мужике с сиськами ты говорил я так и не понял, но у вас мужик с клитором, и он действительно представляет армию, страна комплекс, страна без будущего, страна смех, страна бездарность, страна кацап, страна свинья",3
ru2chnews,2023-10-09 14:50:09.000,"Украинцам не повезло.

Все левые медия, все политики и прочие внимание бляди будут поддерживать теперь Израиль.

США вынуждена будет перенаправить ресурсы на воспаление военных запасов Израиля.

Украина чью поддержку полностью прекратили Словакия и Польша, Англия заявила что у неё больше нет военных ресурсов для поддержки Европа должна взять на себя обязательства, а-европа не сказала что не сможет компенсировать то количество оружия которое представляла из США.

Теперь когда Израиль буквально все внимание США отвлек хуй пойми когда украинцы снабжение получат свое",2
rt_ru_news,2023-10-09 02:09:41.000,"Российские военные сорвали контратаку ВСУ на Донецком направлении

Военнослужащие Южной группировки войск сорвали контратаку ВСУ на Донецком направлении — российские бойцы уничтожили здание, которое служило временным пунктом дислокации противника, заявил командир взвода операторов БПЛА. 
Читать далее",2
rt_ru_news,2023-10-09 11:48:47.000,"Противник потерял до 170 военнослужащих: в МО РФ заявили об отражении пяти атак ВСУ на Купянском направлении за сутки

Подразделения группировки войск «Запад» в ходе активных действий отразили пять атак ВСУ на Купянском направлении, заявили в Минобороны РФ. В этом секторе противник потерял до 170 военных. Ещё три атаки украинских войск отражены на Донецком направлении. Наряду с этим за сутки ВС РФ поразили склад ракетно-артиллерийского вооружения ВСУ и уничтожили 14 украинских беспилотников. 
Читать далее",2
rentv_news,2023-10-09 11:44:52.000,"На кадрах — последствия обстрела израильского Ашдода со стороны боевиков ХАМАС. Минимум две ракеты были выпущены по городу. Системы ПВО не справляются с ракетными атаками.

""Очевидцы сообщают, что такого кошмара они еще не видели. Люди боятся возвращаться домой, боятся покидать убежища"", — передает корреспондент Леон Фишбейн. 

По словам местного жителя, сирена прозвучала днем, люди за считанные секунды успели покинуть улицы города. Одна из ракет ХАМАС упала прямо на автомобильную стоянку. В результате сгорели около 10 машин. 

Подписаться на РЕН ТВ",1
zspecialnews,2023-10-09 11:48:01.000,"Бойцы ВДВ выбили противника с позиций в районе Бахмута

Десантники уничтожили группу солдат ВСУ, пытавшихся обойти город с севера, сообщили в Минобороны РФ.

Бойцы подразделения ВДВ смогли незаметно приблизиться к позициям ВСУ в лесополосе и неожиданно атаковать противника.

В ходе боя в плен были взяты как минимум пять военнослужащих украинской армии.

Непосредственно перед столкновением в окопах укрывалось до 15 украинских солдат.",2
zspecialnews,2023-10-09 11:46:01.000,"🇺🇦🏴‍☠️Кладбище украинской техники вблизи Клещеевки

На южном фланге Артемовска поля и ж/д насыпь усеяна грудами покореженного и закоптившегося металла. Все попытки украинских войск проникнуть за железнодорожную ветку на технике закончились провалом. 

В очередной раз стоит напомнить, что украинское наступление под Артемовском продиктовано политиками и не основывается на военной логике. Вместо того, чтобы хоронить ВСУшников и терять технику за руины Клещеевки и Андреевки, их могли бы отправить на помощь забуксовавшему наступлению на Запорожском фронте.

""Работайте, братья!""",3
rostovnews61,2023-10-09 07:29:58.000,"Пресс-секретарь российского лидера Дмитрий Песков заявил, что прогноз бывшего лидера ЛДПР Владимира Жириновского о событиях на Ближнем Востоке и Украине был абсолютно точным.

Владимир Жириновский заявил в 2019 году в программе «Вечер с Владимиром Соловьёвым», что к 2024 году все забудут про Украину из-за конфликта на Ближнем Востоке.

Песков отметил, что Жириновский делал много заявлений, содержащих точный анализ развития событий в мире.
«Это, наверное, лишнее подтверждение тому», — сказал он.

👉🏻Подписаться на ""Новости Ростова""

📥 Прислать новость",1
anna_news,2023-10-09 11:18:23.000,"Оператор противотанкового комплекса уничтожил бронемашину ВСУ

Бойцы подразделения «Каскад» подбили движущуюся БМП Mastiff британского производства

Как сообщает @Soldieroffortune777, БМП была поражена в ходе боевых действий в районе села Старомайорское в Запорожской области. 

Обращает внимание большое количество бронетехники, подбитой в этом районе ранее.

@anna_news",2
anna_news,2023-10-09 11:28:03.000,"Бойцы ВДВ выбили противника с позиций в районе Бахмута

Десантники уничтожили группу солдат ВСУ, пытавшихся обойти город с севера, сообщили в Минобороны РФ.

Бойцы подразделения ВДВ смогли незаметно приблизиться к позициям ВСУ в лесополосе и неожиданно атаковать противника.

В ходе боя в плен были взяты как минимум пять военнослужащих украинской армии.

Непосредственно перед столкновением в окопах укрывалось до 15 украинских солдат. 

@anna_news",2
lifenews,2023-10-09 07:13:16.000,"Максим Галкин* заявил, что он и его супруга Алла Пугачёва до сих пор находятся в Израиле. Об этом он рассказал в своём видеообращении в соцсетях. Артист также добавил, что он гордится своим гражданством и этой страной.

Артист рассказал, что он не собирается идти воевать, поскольку для этого нет никаких оснований. При этом он готов сдавать кровь и помогать израильской армии. Галкин* отметил, что в их районе на данный момент ситуация спокойная, но незадолго до этого были слышны сирены.

* Внесён Минюстом России в реестр иностранных агентов.",1
newsfrol,2023-10-09 03:51:18.000,"‼️🇮🇱🇵🇸Серия утренних ударов по сектору Газа

Израиль нанес серию ударов по объектам в секторе Газа. ЦАХАЛ заявил, что поражены несколько штабов ХАМАСа и оперобъект в мечети. ХАМАС, в свою очередь, сообщает, что в результате ударов было убито несколько израильских военных, которые ранее были захвачены в плен.

Видео: Соцсети
https://newsfrol.ru",2
newskhersonlife,2023-10-09 02:18:33.000,"Украина трижды пыталась захватить Энергодар и ЗАЭС, но что-то пошло не так 

С таким признанием выступил глава ГУР МО Украины Кирилл Буданов. По его словам, во время первой операции украинские боевики высадились возле Энергодара, но не смогли закрепиться. Еще дважды они пытались высадиться на левом берегу Днепра.

Во время третьей десантной высадки русские войска подвели к самому берегу тяжелую военную технику, в том числе танки. Поэтому украинским боевикам снова не удалось закрепиться, жалуется Буданов.",3
crimeanewscom,2023-10-09 06:45:20.000,"Ольга Ковитиди: Колонна Украины на берлинском гей- параде по непонятным или, напротив понятным причинам, колонна Украины была одной из самых больших на этом гей-параде. 
Было понятно, что в зону СВО никто из представителей Украины, явно не торопится, понимая очевидную бесполезность противостояния с Россией. 
Пол тысячи украинцев проще, виляя задами в пародии национальных костюмов  с изображением герба, флагами Украины и ЛГБТ-движения, ломая каблуки, проковылять по улицам Берлина на гей- параде, нежели встретиться с бойцами ВС России в зоне СВО.
   
@kovitidi",2
krasnayarussianews,2023-10-10 08:59:09.000,"Лидер ""Левого фронта"" Сергей Удальцов отреагировал на заявление пресс-секретаря президента РФ Дмитрия Пескова о том, что в приезде в Россию предпринимателя Михаила Фридмана нет ничего необычного, так как ""он гражданин РФ, и может возвращаться, здесь жить, отсюда уезжать, как любой гражданин РФ"": 

""Фридман, про которого есть информация, что он финансировал ВСУ, спокойно приезжает в Россию, а у правоохранительных органов даже не возникает к нему вопросов. И как это объяснить нашим бойцам, которые сегодня сражаются на фронте? Как это скажется на их мотивации и понимании целей спецоперации?"".",1
crossnews_ru,2023-10-10 07:38:53.000,"УЕФА объявил хозяев Евро-2028 и Евро-2032

Как сообщает пресс-служба УЕФА, провести Евро-2028 доверено Англии, Уэльсу, Шотландии, Ирландии и Северной Ирландии. Все они изначально подали совместную заявку.

На проведение чемпионата континента в 2032 году изначально по отдельности боролись Италия и Турция, но они решили объединить свои заявки. В результате объединенная заявка двух федераций выиграла право на проведение турнира на безальтернативной основе.

Фото: Mike Egerton/PA Images via Getty Images

@interfaxonline


Источник -  Интерфакс (@interfaxonline)",1
crossnews_ru,2023-10-10 08:48:37.000,"УЕФА не допустит российских спортсменов до 17 лет на международные соревнования

В УЕФА заявили, что ""технического решения, позволяющего российским командам играть, найти не удалось"".

Ранее исполком УЕФА объявил о допуске до своих турниров юношеских сборных России, где играют спортсмены младше 17 лет. После этого Польша, Англия, Латвия и Украина заявили о бойкоте всех футбольных матчей с РФ. Украинская ассоциация футбола назвала решение УЕФА ""безосновательным и толерантным к российской агрессивной политике"".

@dwglavnoe


Источник -  DW Главное (@dwglavnoe)",2
crossnews_ru,2023-10-10 08:56:27.000,"Пришёл, увидел, поразил: командир мотострелкового взвода Шаман рассказал РИА Новости, как удалось с помощью ""Ланцета"" уничтожить американскую гаубицу M777 в устье Днепра.

После первых поставок этих орудий ВСУ новости об их уничтожении получали резонанс, но сейчас стали обыденностью: M777 уничтожаются в зоне СВО едва ли не каждый день.

По характеристикам это орудие едва ли отличается от российских аналогов, но факт в том, что по мере ""выбивания"" советских образцов ВСУ всё больше полагаются на такие поставки с Запада


Источник -  РИА Новости (@rian_ru)",3
klops_news,2023-10-10 07:49:14.000,"❗️Одним из россиян, погибших в ходе израильско-палестинского конфликта, оказался 47-летний уроженец Балтийска Денис Беленький

Об этом пишет РИА Новости со ссылкой на его мать. Мужчина вместе с бабушкой в 1992-м году переехал на Ближний Восток из Риги. По словам матери, он погиб во время боёв в городе Сдерот на юге Израиля

«Самый лучший сын в мире... конечно, эти три дня я с ними на связи... <...> Третьего числа он мне показал розы, которые посадил во дворе. Умер, как герой. Вчера похоронили со всеми почестями», — сказала женщина

Подписаться | Прислать новость",1
rt_ru_news,2023-10-10 07:18:59.000,"МО России: на Южно-Донецком направлении потери ВСУ составили до 200 человек

ВС России отразили два атаки украинских войск на Южно-Донецком направлении, потери ВСУ составили до 200 человек, сообщает российское Минобороны. 
Читать далее",2
